sentence,is_goal
"With BRENNTAG SE onboarding programme , BRENNTAG SE have defined a globally uniform minimum standard to ensure that newly hired employees and employees changing jobs within BRENNTAG SE quickly find newly hired employees and employees changing jobs within Brenntag way within Group and successfully integrate into newly hired employees and employees changing jobs within Brenntag new environment .",N
"Even before they begin they job at BRENNTAG SE , BRENNTAG SE offer new employees the opportunity to register on BRENNTAG SE HR portal and BRENNTAG SE actively support new employees during new employees first months of employment .",N
"BRENNTAG SE are currently working on other digital options , such as a virtual tour of BRENNTAG SE Group headquarters , the ‘ House of Elements ’",N
"In order to take advantage of new possibilities in HR , BRENNTAG SE have created various new learning modules for BRENNTAG SE employees :",N
"In order to foster internal careers and to ensure the emer -gence of a new generation of BRENNTAG SE managers and experts , BRENNTAG SE use a global concept for identifying high- potential employees .",N
"At BRENNTAG SE , BRENNTAG SE want to create a working environment where all employees can recognize and take advantage of the development op - portunities that exist at BRENNTAG SE .",Y
"To increased , BRENNTAG SE offer target group - specific and individual measures and training at a global , regional and local level .",N
"By offering a comprehensive range of specific and inter -disciplinary training with presentations , videos and additional reference materials for self - learning , BRENNTAG SE fos -ter a culture of autonomous learning .",N
BRENNTAG SE will promote virtual learning to an even greater extent in the future .,Y
BRENNTAG SE provide BRENNTAG SE employees with training in accordance with our employees duties in BRENNTAG SE and our employees personal development needs .,N
", BRENNTAG SEnew go - to - market approach was proven to work in practice : An international team con -sisting of employees from BRENNTAG SE worked on pivotal strategic plans for the commercial excellence and service excellence areas despite the tough conditions brought on by the COVID-19 pandemic and uncertainties in the supply chain .",N
BRENNTAG SE view a new three - part sales enablement programme as a viable way to generate growth for BRENNTAG SE.VOCATIONAL TRAINING AND INSTRUCTION :,N
"As a recog -nized training company , BRENNTAG SE offers an extensive range of training positions in a forward - looking indus - try in Germany , Austria and Switzerland .",N
"Via the dual education and training system , BRENNTAG SE are currently training almost 80 apprentices to become management assis -tants in wholesale and foreign trade , office managers , IT experts , management assistants in operations logis - tics , warehouse staff , laboratory technicians and process mechanics .",N
"BRENNTAG SE provide active support and assistance with regard to implementing the training plan , teaching the learning material and preparing the apprentices for the apprentices examinations .",N
BRENNTAG SE supplement the online programmes of vocational colleges with addi -tional learning material that BRENNTAG SE provide through the learning module in BRENNTAG SE HR portal .,N
"By providing appren - ticeships in various employment areas , BRENNTAG SE is able to target the next generation of qualified experts and offer attractive prospects and challenges to talented apprentices after talented apprentices complete talented apprentices training .",N
"EMPLOYEE COMMUNICATION AND INVOLVEMENTIn addition to development prospects , open communi -cation and an opportunity to play a part in shaping BRENNTAG SE are important aspects which help to promote employee motivation and loyalty .",N
BRENNTAG SEemployees are regularly kept informed of current issues and company matters through Brenntag ’s employees line managers and also through BRENNTAG SE internal print and online media .,N
BRENNTAG SE respects BRENNTAG SE employees ’ right to freedom of association and collective bargaining and will not pursue or tolerate any measures which could restrict its employees ’ right to freedom of association and collective bargaining .Regular and comprehensive communication with BRENNTAG SE employees is a key element of BRENNTAG SE culture .,N
"BRENNTAG SE conduct regular employee surveys and have set up a point of contact for BRENNTAG SE employees to direct our employees questions , comments and feedback on ‘ 02 BRENNTAG SE Sustainability Report ’",N
Great Place to Work consults and helps companies around the globe develop companies around the globe business and work culture .,N
Great Place to Work evaluates work cul -ture on the basis of anonymous employee surveys and reviews HR man - agement principles and practices .,N
"In all regions , BRENNTAG SE offer measures which are in line with lo -cal social systems , while frequently going beyond national practices and statutory requirements .",N
"In order to achieve increased , BRENNTAG SE promote an open and inclusive work culture that respects and acknowledges the benefits of a diverse range of perspectives .",N
"BRENNTAG SE foster BRENNTAG SE employees ’ talents and encourage our employees to come up with independent and innovative ideas and solutions , both in house and for BRENNTAG SE business partners .",N
BRENNTAG SE employs people from over 100 nations in 78 countries .,N
"BRENNTAG SE work around the globe in multinational , interdisciplinary teams .",N
"At BRENNTAG SE , BRENNTAG SE believe : Diversity must go hand in hand with equity .",Y
"At BRENNTAG SE , BRENNTAG SE aim to help all employees achieve all employees best .",N
BRENNTAG SE do increased by promoting an inclusive work atmosphere that enables people to feel like part of the team and to interact without prejudice .,N
"When it comes to inclusion , BRENNTAG SE places a special emphasis on promoting the strengths and potential of employees with disabilities .",N
"Building on the work of BRENNTAG SE committee for diversity and inclusion , BRENNTAG SE want to make sure people with disabilities are optimally integrated in the team and create an atmosphere that puts people with and without disabilities on a level playing field .",Y
Women in BRENNTAG SE Board of Management has set leadershipBrenntag SE ’s Board of Management the target of increasing the percentage of women at all levels of management to at least 30 % by 2030 .,Y
The target for leadershipBrenntag SE ’s Board of Management has been raised to 20 % by 2026 .,N
"As a result , BRENNTAG SE support an additional 100 women.2 .",N
BRENNTAG SE aim to boost BRENNTAG SE ’s success with BRENNTAG SE new approach to work .,N
", BRENNTAG SE are currently working on a modified diver -sity management structure to ensure better promotion of diversity and inclusion in the future .",Y
BRENNTAG SE is committed to equity for all employees and applicants .,Y
"Under no circumstances will BRENNTAG SE discriminate against employees , business partners or third parties .",N
